nthread,neighbor_modes,rates,cora,citeseer,wiki,pubmed,amazon-photo,amazon-computers,cora-full,ogbn-arxiv
32,all,40,37943,53304,24092,552413,107134,343844,574362,11177681
32,all,50,32523,39991,28910,631251,68879,247583,891061,8637663
32,all,60,35238,36643,24104,532627,76540,178810,534971,9484372
32,all,70,24405,89867,24100,591672,84179,192552,791928,11177530
32,all,80,24378,56582,24100,828314,61204,220055,574182,10839031
32,all,90,18962,36623,31343,788850,53554,233803,673133,9314432
32,all,100,18962,43256,21704,650850,45904,165043,732483,7959693
32,unweighted,1,72110,86302,101787,787631,337909,730505,941051,10088261
32,unweighted,2,113181,91666,82184,828755,382956,770858,874581,10926635
32,unweighted,3,117601,85453,72443,920311,352325,701831,904547,11226290
32,unweighted,4,114672,121065,72380,856844,313816,687921,919527,11205937
32,unweighted,5,98079,111170,72300,873378,344418,646561,1015846,11199900
32,unweighted,6,116920,140845,67436,971758,329123,907752,935985,11192176
32,unweighted,7,114094,128481,89087,930269,313845,660313,1092798,11187258
32,unweighted,8,89707,110635,48197,1010318,344410,715340,1112167,11016798
32,unweighted,9,122037,113750,50591,1185768,344371,784083,934055,11186196
32,unweighted,10,105765,143586,67436,949608,336743,797774,991884,11185672
32,unweighted,20,94868,116579,64981,1085216,359612,673980,1288477,11180442
32,unweighted,30,78572,143126,69812,1025930,160656,701428,1129134,11178274
32,unweighted,40,83979,143120,96246,1163883,344283,756410,1148744,11178500
32,unweighted,50,78559,89860,96229,1183412,244840,591364,1029891,11178354
32,unweighted,60,75851,136449,62535,1163612,237174,522581,970344,11177854
32,unweighted,70,59582,129787,127470,1065007,137704,591360,1049536,11177609
32,unweighted,80,51458,136441,84180,1301641,145354,632631,1108828,11177645
32,unweighted,90,51458,109825,110676,1104262,168304,467572,1306552,11177357
32,unweighted,100,48749,89834,93840,1183124,198903,591355,1029578,11177465
32,queue,1,11813,16643,9282,88783,30999,62035,95687,916946
32,queue,2,9016,12254,8853,64294,35046,76033,71201,852539
32,queue,3,9723,11561,9957,67510,36482,81863,69931,1014034
32,queue,4,9815,10676,9066,68337,33733,71730,69042,1194289
32,queue,5,9608,10778,9584,71356,34525,77942,74783,1356501
