neighbor_modes,rates,nthreads,cora,citeseer,wiki,pubmed,amazon-photo,amazon-computers,cora-full,ogbn-arxiv
all,1,1,0.10045660111657222,0.02824359442390044,0.40945131367031906,0.02222720737201527,0.4611742556418796,0.2569857241823548,0.21007038151705626,0.13920002692397376
all,2,1,0.21696036764885213,0.07035193492647755,0.4356089957098402,0.04164268710962821,0.4810080599913945,0.29026454101165977,0.2403944404679213,0.18652587476015467
all,3,1,0.243671036592592,0.12073876761738787,0.4170187911858774,0.05453546535734095,0.47905108668191626,0.29204487446464816,0.232804842480183,0.2107581275418929
all,4,1,0.29206756820029595,0.1599846206624263,0.4238528949005872,0.06541260812426125,0.5060457976048851,0.30736125500021705,0.22771585048701434,0.22842025311606612
all,5,1,0.29391322866184866,0.16622548910926196,0.4179626721143396,0.07539342665982254,0.5079309335759282,0.32684721629853175,0.2336673208594825,0.2035199986020955
all,6,1,0.29962422921404874,0.2142020707973694,0.423273472328587,0.08730172191582544,0.5815617267466245,0.3202379478423608,0.2314152643204535,0.21096769498848486
all,7,1,0.2892794763155503,0.22652711662321484,0.411489825560891,0.08800486024148786,0.6119430600958526,0.3350776423362658,0.2146987469039675,0.21614605320391242
all,8,1,0.3494359611177835,0.2336711211341471,0.41286668568506296,0.0845743208936205,0.608707842300582,0.34439987186596394,0.21643268553547104,0.2437151230280878
all,9,1,0.3676696396034278,0.24252037761971754,0.4143731215420658,0.0907605207309366,0.6713725761841091,0.338152446058981,0.2230371829436608,0.23840254322802612
all,10,1,0.36827186307103515,0.24379878032830268,0.41492961433177417,0.09341953057851021,0.6515972126451768,0.335473798857208,0.22049104385136675,0.24421693319858412
all,20,1,0.5506925871563366,0.37028128580516917,0.3428068483012909,0.11073276848857067,0.6085085165630594,0.40800188844692575,0.2077884513911511,0.2704947103265514
all,30,1,0.5446131275502932,0.3823758545058498,0.3257453408652745,0.12019307499258099,0.568600018857222,0.3879836075838914,0.20630507255720112,0.27875797267407343
all,40,1,0.5467072449901785,0.4013897320689284,0.3280047137765674,0.12367333606028384,0.597221435255305,0.39229454750288895,0.19800184499433426,0.28257010029257007
all,50,1,0.5496653902232399,0.39112517886562276,0.3238245364324758,0.14258314537381675,0.5466323170760611,0.32905928682376817,0.18971922681864817,0.33409898514836794
all,60,1,0.5472784112631193,0.43034979605888773,0.32171926585740956,0.1429102114566616,0.46001007606205974,0.3314216914630349,0.1852038784839579,0.3582697380880333
all,70,1,0.5427561891384816,0.44178972290847135,0.32095161823209206,0.17517641719073906,0.4698596259192281,0.3026225464659704,0.17552428451465044,0.3505692274549761
all,80,1,0.5458290711701742,0.4475408404645985,0.32156820985374107,0.15851122712605992,0.4699538137392318,0.30390115259396905,0.17343992357907995,0.3662882122827923
all,90,1,0.5334742623334299,0.4475162690932166,0.32086739839348283,0.16993535997518683,0.4734826396633053,0.3044303883773389,0.1753262731140349,0.368656088452559
all,100,1,0.5295833297926449,0.4504310454372187,0.3208571101493903,0.17038881331922706,0.479144359535423,0.41226865113958433,0.18183051692429147,0.3686716681702163
unweighted,1,1,0.10205333692882386,0.028168124602329963,0.4081609196105804,0.023342869486149723,0.452026629286851,0.24012806634435904,0.21858938881111153,0.1469722480879062
unweighted,2,1,0.20427012382351603,0.07223623641984384,0.42845601510955234,0.03940092883451118,0.4799941453182583,0.29553894989050966,0.2297193952341814,0.18603654821085291
unweighted,3,1,0.2386883327141661,0.10461216434675477,0.41800473108170755,0.05489194384973907,0.4852134340124635,0.29208025885389577,0.2445570796386154,0.21137431179409444
unweighted,4,1,0.28719991255968214,0.14682992125937977,0.4292632883450893,0.06554358712676363,0.4868518418353076,0.32630104080492167,0.2436409323947999,0.23024588901989498
unweighted,5,1,0.27509115288068514,0.16504709720982189,0.41778440730786126,0.07892037422921196,0.5158516213492467,0.34997157283516667,0.24024487753829368,0.22787791637606886
unweighted,6,1,0.28813454226967056,0.212822427007219,0.4120186234871817,0.08569793433991385,0.5815147001736048,0.3203965100970259,0.240653894928105,0.22838128385090514
unweighted,7,1,0.33032434466293814,0.2310594012407231,0.4124720465436251,0.07667194632965031,0.5687765067631212,0.3597018950532392,0.240812527703666,0.21998445342169853
unweighted,8,1,0.38239125476918107,0.25218459479731237,0.41407913379364464,0.08169675451862789,0.6827177839626479,0.33896275164554807,0.23341055454885173,0.22577278929742303
