nthread,neighbor_modes,rates,dataset,coarsen,move,refine
1,queue,40,wiki,3.0,20.0,0.0
1,queue,50,wiki,3.333333333333333,29.0,0.0
1,queue,60,wiki,4.0,41.0,0.0
1,queue,70,wiki,5.0,52.333333333333336,0.0
1,queue,80,wiki,6.0,58.0,0.0
1,queue,90,wiki,6.0,66.66666666666667,0.0
1,queue,100,wiki,7.0,76.33333333333333,0.0
1,ps,1,wiki,0.0,2.0,0.0
1,ps,2,wiki,0.0,4.0,0.0
1,ps,3,wiki,0.0,6.0,0.0
1,ps,4,wiki,0.0,7.0,0.0
1,ps,5,wiki,0.0,8.333333333333332,0.0
1,ps,6,wiki,0.0,9.0,0.0
1,ps,7,wiki,0.0,10.666666666666666,0.0
1,ps,8,wiki,0.0,12.333333333333332,0.0
1,ps,9,wiki,0.0,12.666666666666664,0.0
1,ps,10,wiki,0.0,15.0,0.0
1,ps,20,wiki,1.0,29.666666666666664,0.0
1,ps,30,wiki,2.0,60.66666666666667,0.0
1,ps,40,wiki,3.0,97.00000000000001,0.0
1,ps,50,wiki,3.0,135.33333333333331,0.0
1,ps,60,wiki,4.0,180.0,0.0
1,ps,70,wiki,5.0,208.0,0.0
1,ps,80,wiki,6.0,245.0,0.0
1,ps,90,wiki,6.0,325.6666666666667,0.0
1,ps,100,wiki,7.0,377.3333333333333,0.0
1,all,1,pubmed,2.0,11.333333333333332,2.333333333333333
1,all,2,pubmed,2.0,19.333333333333336,5.333333333333334
1,all,3,pubmed,3.0,47.333333333333336,8.0
1,all,4,pubmed,3.0,47.333333333333336,10.666666666666666
1,all,5,pubmed,4.0,82.33333333333334,11.0
1,all,6,pubmed,4.0,101.0,18.333333333333336
1,all,7,pubmed,5.0,98.0,21.666666666666668
1,all,8,pubmed,5.0,85.33333333333333,33.0
1,all,9,pubmed,6.0,116.66666666666666,24.333333333333332
1,all,10,pubmed,6.0,144.66666666666666,30.333333333333336
1,all,20,pubmed,11.0,203.66666666666663,87.33333333333333
1,all,30,pubmed,16.666666666666664,248.0,153.0
1,all,40,pubmed,20.0,467.0,155.66666666666666
1,all,50,pubmed,24.333333333333336,641.6666666666666,229.66666666666669
1,all,60,pubmed,28.333333333333336,626.6666666666667,269.33333333333337
1,all,70,pubmed,32.0,927.0,342.0
1,all,80,pubmed,36.666666666666664,686.3333333333333,379.66666666666663
1,all,90,pubmed,40.33333333333333,1021.3333333333333,364.0
1,all,100,pubmed,42.33333333333333,877.0,542.0
1,unweighted,1,pubmed,2.0,48.666666666666664,9.333333333333332
1,unweighted,2,pubmed,2.0,72.66666666666666,16.333333333333336
1,unweighted,3,pubmed,3.0,92.66666666666667,25.333333333333336
1,unweighted,4,pubmed,3.0,109.0,23.666666666666664
1,unweighted,5,pubmed,4.0,127.66666666666666,41.0
1,unweighted,6,pubmed,4.0,141.66666666666669,52.0
1,unweighted,7,pubmed,5.0,159.66666666666666,50.0
1,unweighted,8,pubmed,5.0,170.33333333333334,53.0
1,unweighted,9,pubmed,6.0,188.66666666666669,75.0
1,unweighted,10,pubmed,6.0,201.33333333333331,106.33333333333334
1,unweighted,20,pubmed,11.0,364.6666666666667,216.33333333333331
1,unweighted,30,pubmed,16.0,521.0,324.66666666666663
1,unweighted,40,pubmed,20.333333333333336,689.3333333333334,435.33333333333326
1,unweighted,50,pubmed,25.0,854.6666666666667,473.0
1,unweighted,60,pubmed,28.66666666666667,986.0,552.3333333333334
1,unweighted,70,pubmed,33.0,1152.0,827.0
1,unweighted,80,pubmed,36.33333333333333,1319.3333333333333,978.6666666666667
1,unweighted,90,pubmed,40.333333333333336,1479.6666666666667,770.6666666666667
1,unweighted,100,pubmed,43.666666666666664,1649.333333333333,1256.6666666666667
1,queue,1,pubmed,2.0,6.0,0.0
1,queue,2,pubmed,2.0,9.0,0.0
1,queue,3,pubmed,3.0,13.0,0.0
1,queue,4,pubmed,3.0,16.666666666666664,0.0
1,queue,5,pubmed,4.0,21.333333333333332,0.0
1,queue,6,pubmed,4.0,25.666666666666668,0.0
1,queue,7,pubmed,5.0,29.666666666666664,0.0
1,queue,8,pubmed,5.0,30.666666666666664,0.0
1,queue,9,pubmed,6.0,36.333333333333336,0.0
1,queue,10,pubmed,6.0,40.666666666666664,0.0
1,queue,20,pubmed,11.333333333333332,81.66666666666667,0.0
1,queue,30,pubmed,16.0,118.66666666666667,0.0
1,queue,40,pubmed,20.0,171.33333333333334,0.0
1,queue,50,pubmed,24.333333333333336,230.66666666666669,0.0
1,queue,60,pubmed,28.66666666666667,296.66666666666663,0.0
1,queue,70,pubmed,33.666666666666664,372.0,0.0
1,queue,80,pubmed,36.333333333333336,345.0,0.0
1,queue,90,pubmed,39.33333333333333,404.0,0.0
1,queue,100,pubmed,44.33333333333333,459.33333333333337,0.0
1,ps,1,pubmed,2.0,9.0,0.0
1,ps,2,pubmed,2.0,18.0,0.0
1,ps,3,pubmed,3.0,29.666666666666664,0.0
1,ps,4,pubmed,3.0,39.66666666666667,0.0
1,ps,5,pubmed,4.0,52.66666666666667,0.0
1,ps,6,pubmed,4.0,63.666666666666664,0.0
1,ps,7,pubmed,5.0,76.33333333333333,0.0
1,ps,8,pubmed,5.0,87.0,0.0
1,ps,9,pubmed,6.0,100.33333333333334,0.0
1,ps,10,pubmed,6.0,109.0,0.0
1,ps,20,pubmed,11.0,237.0,0.0
1,ps,30,pubmed,15.666666666666664,345.6666666666667,0.0
1,ps,40,pubmed,21.0,468.66666666666663,0.0
1,ps,50,pubmed,24.333333333333336,628.6666666666667,0.0
1,ps,60,pubmed,28.333333333333336,715.0,0.0
1,ps,70,pubmed,32.333333333333336,863.3333333333333,0.0
1,ps,80,pubmed,36.33333333333333,1015.6666666666667,0.0
1,ps,90,pubmed,39.666666666666664,1179.0,0.0
1,ps,100,pubmed,43.0,1373.0,0.0
1,all,1,amazon-photo,1.0,22.333333333333336,4.333333333333334
1,all,2,amazon-photo,2.0,40.0,13.333333333333334
1,all,3,amazon-photo,2.0,41.66666666666667,12.666666666666666
1,all,4,amazon-photo,3.0,57.0,14.0
1,all,5,amazon-photo,3.0,71.0,19.333333333333332
1,all,6,amazon-photo,4.0,81.66666666666666,21.0
1,all,7,amazon-photo,4.0,78.66666666666666,19.666666666666668
1,all,8,amazon-photo,4.666666666666667,107.66666666666667,25.666666666666664
1,all,9,amazon-photo,5.0,90.33333333333333,26.666666666666664
1,all,10,amazon-photo,6.0,75.33333333333333,23.333333333333332
1,all,20,amazon-photo,11.333333333333332,167.66666666666666,127.66666666666666
1,all,30,amazon-photo,15.0,261.0,94.66666666666667
1,all,40,amazon-photo,19.0,218.0,23.0
1,all,50,amazon-photo,25.333333333333336,126.0,65.33333333333334
1,all,60,amazon-photo,32.333333333333336,259.0,129.0
1,all,70,amazon-photo,40.0,267.33333333333337,126.66666666666666
1,all,80,amazon-photo,39.0,219.99999999999997,42.333333333333336
1,all,90,amazon-photo,46.666666666666664,251.66666666666669,46.333333333333336
1,all,100,amazon-photo,57.0,348.6666666666667,53.33333333333334
1,unweighted,1,amazon-photo,1.0,44.33333333333333,9.333333333333334
1,unweighted,2,amazon-photo,1.3333333333333333,66.0,21.0
1,unweighted,3,amazon-photo,2.0,86.66666666666667,25.0
1,unweighted,4,amazon-photo,3.0,106.33333333333334,28.0
1,unweighted,5,amazon-photo,3.0,125.33333333333331,27.333333333333332
1,unweighted,6,amazon-photo,4.0,144.0,41.33333333333333
1,unweighted,7,amazon-photo,4.0,160.66666666666666,37.33333333333333
1,unweighted,8,amazon-photo,5.0,182.0,47.333333333333336
1,unweighted,9,amazon-photo,5.0,202.0,58.333333333333336
1,unweighted,10,amazon-photo,6.0,216.0,53.33333333333334
1,unweighted,20,amazon-photo,11.0,373.66666666666663,160.66666666666669
1,unweighted,30,amazon-photo,14.0,475.33333333333337,124.33333333333334
1,unweighted,40,amazon-photo,19.0,617.6666666666667,38.666666666666664
1,unweighted,50,amazon-photo,25.0,705.0,93.66666666666666
1,unweighted,60,amazon-photo,30.666666666666668,783.3333333333333,257.0
1,unweighted,70,amazon-photo,36.666666666666664,1134.3333333333333,229.66666666666666
1,unweighted,80,amazon-photo,38.0,1040.0,99.33333333333333
1,unweighted,90,amazon-photo,45.333333333333336,1278.6666666666667,47.333333333333336
1,unweighted,100,amazon-photo,53.33333333333333,1474.0,85.0
1,queue,1,amazon-photo,1.0,9.0,0.0
1,queue,2,amazon-photo,1.3333333333333333,14.666666666666668,0.0
1,queue,3,amazon-photo,2.0,18.0,0.0
1,queue,4,amazon-photo,3.0,22.666666666666664,0.0
1,queue,5,amazon-photo,3.0,27.666666666666664,0.0
1,queue,6,amazon-photo,4.0,32.333333333333336,0.0
1,queue,7,amazon-photo,4.0,34.666666666666664,0.0
1,queue,8,amazon-photo,4.333333333333333,41.666666666666664,0.0
1,queue,9,amazon-photo,5.0,42.333333333333336,0.0
1,queue,10,amazon-photo,6.0,40.0,0.0
1,queue,20,amazon-photo,12.333333333333332,73.66666666666666,0.0
1,queue,30,amazon-photo,14.333333333333332,128.0,0.0
1,queue,40,amazon-photo,18.666666666666664,151.33333333333334,0.0
1,queue,50,amazon-photo,25.333333333333336,134.0,0.0
1,queue,60,amazon-photo,31.333333333333336,184.33333333333331,0.0
1,queue,70,amazon-photo,39.0,227.0,0.0
1,queue,80,amazon-photo,38.666666666666664,232.0,0.0
1,queue,90,amazon-photo,48.0,251.66666666666666,0.0
1,queue,100,amazon-photo,57.0,316.3333333333333,0.0
1,ps,1,amazon-photo,1.0,20.666666666666668,0.0
1,ps,2,amazon-photo,1.3333333333333333,37.333333333333336,0.0
1,ps,3,amazon-photo,2.0,50.66666666666667,0.0
1,ps,4,amazon-photo,3.0,60.66666666666666,0.0
1,ps,5,amazon-photo,3.0,72.33333333333333,0.0
1,ps,6,amazon-photo,4.0,86.0,0.0
1,ps,7,amazon-photo,4.333333333333333,96.33333333333334,0.0
1,ps,8,amazon-photo,5.0,117.33333333333334,0.0
1,ps,9,amazon-photo,5.0,126.0,0.0
1,ps,10,amazon-photo,6.0,145.0,0.0
1,ps,20,amazon-photo,11.0,261.6666666666667,0.0
1,ps,30,amazon-photo,14.0,391.66666666666663,0.0
1,ps,40,amazon-photo,18.333333333333332,492.0,0.0
1,ps,50,amazon-photo,24.66666666666667,630.3333333333334,0.0
1,ps,60,amazon-photo,30.0,767.6666666666666,0.0
1,ps,70,amazon-photo,35.33333333333333,998.0,0.0
1,ps,80,amazon-photo,38.333333333333336,1084.3333333333333,0.0
1,ps,90,amazon-photo,45.0,1277.6666666666667,0.0
1,ps,100,amazon-photo,53.0,1426.3333333333335,0.0
1,all,1,amazon-computers,2.0,75.66666666666666,16.666666666666668
1,all,2,amazon-computers,4.0,102.66666666666666,32.666666666666664
1,all,3,amazon-computers,5.0,139.0,33.33333333333333
1,all,4,amazon-computers,6.333333333333334,167.66666666666669,48.33333333333333
1,all,5,amazon-computers,7.666666666666666,198.33333333333334,50.0
1,all,6,amazon-computers,9.333333333333334,173.66666666666666,75.33333333333333
1,all,7,amazon-computers,11.0,217.66666666666666,61.0
1,all,8,amazon-computers,12.0,244.66666666666669,62.0
1,all,9,amazon-computers,13.666666666666668,242.66666666666663,104.0
1,all,10,amazon-computers,15.666666666666666,259.66666666666663,163.0
1,all,20,amazon-computers,31.0,522.6666666666667,223.33333333333334
1,all,30,amazon-computers,46.0,789.6666666666666,385.0
1,all,40,amazon-computers,48.0,922.6666666666667,394.0
1,all,50,amazon-computers,62.33333333333333,754.3333333333334,218.66666666666669
1,all,60,amazon-computers,75.33333333333334,782.6666666666666,310.0
1,all,70,amazon-computers,88.0,681.3333333333333,355.3333333333333
1,all,80,amazon-computers,90.0,575.6666666666666,103.0
1,all,90,amazon-computers,98.0,632.6666666666667,108.0
1,all,100,amazon-computers,110.0,686.6666666666666,565.0
1,unweighted,1,amazon-computers,2.0,92.0,34.33333333333333
1,unweighted,2,amazon-computers,4.0,140.0,78.0
1,unweighted,3,amazon-computers,5.0,187.0,90.33333333333334
1,unweighted,4,amazon-computers,6.333333333333334,237.66666666666669,121.33333333333334
1,unweighted,5,amazon-computers,8.0,285.3333333333333,145.66666666666666
1,unweighted,6,amazon-computers,9.0,337.3333333333333,133.33333333333334
1,unweighted,7,amazon-computers,11.0,394.0,173.33333333333331
1,unweighted,8,amazon-computers,12.333333333333332,450.0,192.00000000000003
1,unweighted,9,amazon-computers,14.0,501.0,288.0
1,unweighted,10,amazon-computers,15.333333333333332,561.0,316.6666666666667
1,unweighted,20,amazon-computers,29.33333333333333,1080.6666666666667,448.0
1,unweighted,30,amazon-computers,41.333333333333336,1563.3333333333335,812.0
1,unweighted,40,amazon-computers,51.66666666666667,2048.333333333333,1045.0
1,unweighted,50,amazon-computers,59.66666666666667,2439.0,616.6666666666667
1,unweighted,60,amazon-computers,77.33333333333334,2709.3333333333335,573.6666666666667
1,unweighted,70,amazon-computers,81.66666666666667,3202.6666666666665,1007.3333333333333
1,unweighted,80,amazon-computers,89.66666666666667,3531.0,964.0
1,unweighted,90,amazon-computers,96.33333333333333,3789.0,108.33333333333334
1,unweighted,100,amazon-computers,101.33333333333334,3979.666666666667,1012.6666666666665
1,queue,1,amazon-computers,2.0,21.666666666666664,0.0
1,queue,2,amazon-computers,3.666666666666666,36.666666666666664,0.0
1,queue,3,amazon-computers,5.0,51.333333333333336,0.0
1,queue,4,amazon-computers,6.333333333333334,63.33333333333333,0.0
1,queue,5,amazon-computers,7.666666666666666,78.0,0.0
1,queue,6,amazon-computers,9.333333333333334,82.66666666666667,0.0
1,queue,7,amazon-computers,11.0,89.0,0.0
1,queue,8,amazon-computers,12.0,107.0,0.0
1,queue,9,amazon-computers,13.333333333333332,115.66666666666669,0.0
1,queue,10,amazon-computers,15.0,133.0,0.0
1,queue,20,amazon-computers,29.666666666666664,255.33333333333331,0.0
1,queue,30,amazon-computers,45.333333333333336,428.6666666666667,0.0
1,queue,40,amazon-computers,47.666666666666664,626.6666666666666,0.0
1,queue,50,amazon-computers,62.33333333333333,527.6666666666667,0.0
1,queue,60,amazon-computers,76.0,491.33333333333337,0.0
1,queue,70,amazon-computers,87.0,520.0,0.0
1,queue,80,amazon-computers,85.66666666666667,509.0,0.0
1,queue,90,amazon-computers,97.33333333333334,542.0,0.0
1,queue,100,amazon-computers,110.0,647.0,0.0
1,ps,1,amazon-computers,2.333333333333333,50.66666666666666,0.0
1,ps,2,amazon-computers,4.0,88.33333333333334,0.0
1,ps,3,amazon-computers,5.0,126.33333333333331,0.0
1,ps,4,amazon-computers,6.666666666666666,165.33333333333331,0.0
1,ps,5,amazon-computers,8.0,195.66666666666663,0.0
1,ps,6,amazon-computers,9.333333333333334,233.66666666666669,0.0
1,ps,7,amazon-computers,11.0,281.66666666666663,0.0
1,ps,8,amazon-computers,12.333333333333332,313.66666666666663,0.0
1,ps,9,amazon-computers,14.0,353.3333333333333,0.0
1,ps,10,amazon-computers,14.666666666666668,385.0,0.0
1,ps,20,amazon-computers,29.0,803.0,0.0
1,ps,30,amazon-computers,41.333333333333336,1189.6666666666667,0.0
1,ps,40,amazon-computers,50.0,1734.3333333333335,0.0
1,ps,50,amazon-computers,60.333333333333336,1913.0,0.0
1,ps,60,amazon-computers,75.66666666666667,2425.6666666666665,0.0
1,ps,70,amazon-computers,80.66666666666667,2703.333333333333,0.0
1,ps,80,amazon-computers,94.0,3145.666666666667,0.0
1,ps,90,amazon-computers,96.66666666666666,3218.0,0.0
1,ps,100,amazon-computers,102.0,3808.333333333334,0.0
1,all,1,cora-full,2.0,9.0,2.0
1,all,2,cora-full,2.0,19.333333333333332,5.0
1,all,3,cora-full,2.0,25.0,8.0
1,all,4,cora-full,3.0,46.666666666666664,9.333333333333332
1,all,5,cora-full,3.0,52.666666666666664,13.666666666666668
1,all,6,cora-full,3.0,61.33333333333333,15.666666666666664
1,all,7,cora-full,3.0,95.66666666666666,19.666666666666664
1,all,8,cora-full,4.0,93.66666666666666,19.0
1,all,9,cora-full,4.0,85.0,24.333333333333336
1,all,10,cora-full,4.0,93.33333333333334,21.0
1,all,20,cora-full,7.0,142.33333333333334,57.0
1,all,30,cora-full,10.0,223.0,84.0
1,all,40,cora-full,13.0,330.0,98.66666666666667
1,all,50,cora-full,15.0,323.0,102.66666666666666
1,all,60,cora-full,18.0,420.66666666666663,186.66666666666669
1,all,70,cora-full,21.0,451.6666666666667,145.33333333333334
1,all,80,cora-full,23.333333333333336,569.3333333333334,216.66666666666666
1,all,90,cora-full,26.0,503.66666666666674,253.0
1,all,100,cora-full,28.0,473.6666666666667,194.66666666666666
1,unweighted,1,cora-full,1.3333333333333333,49.33333333333333,11.333333333333332
1,unweighted,2,cora-full,2.0,66.66666666666666,15.999999999999998
