nthread,neighbor_modes,rates,cora,citeseer,wiki,pubmed,amazon-photo,amazon-computers,cora-full,ogbn-arxiv
1,all,1,0.0038988590240478333,0.0032353401184081667,0.007200320561726833,0.0833911895751953,0.052274942398071234,0.15191562970479325,0.06785360972086583,2.0749309062957764
1,all,2,0.0047799746195474994,0.0039014021555582,0.0069038867950439,0.0934498310089111,0.08415889739990227,0.1921902497609456,0.09085162480672196,2.77127734820048
1,all,3,0.005678415298461867,0.0050102869669596,0.0099869569142659,0.12071371078491205,0.09260996182759595,0.2181440989176432,0.12678241729736323,3.309356927871704
1,all,4,0.006492932637532534,0.0057915846506754,0.0097734133402506,0.1546980539957682,0.11562712987263994,0.23700912793477374,0.12984625498453772,3.7777962684631348
1,all,5,0.008016109466552667,0.0070343812306721334,0.010741869608561133,0.1660094261169433,0.1377321084340413,0.33184202512105304,0.1438013712565104,4.19502870241801
1,all,6,0.008246898651123033,0.007833719253539966,0.011380592981974268,0.1649948755900065,0.12172293663024897,0.3428401947021484,0.13917668660481766,4.6300829251607265
1,all,7,0.009170055389404266,0.008850018183390266,0.011463562647501566,0.17639446258544916,0.1134858926137288,0.3858763376871745,0.15589714050292966,5.097922643025716
1,all,8,0.0098954836527506,0.011481046676635734,0.0119693279266357,0.19768770535786945,0.16605281829833982,0.3956625461578369,0.1721564133961995,5.368101437886557
1,all,9,0.0113890171051025,0.0108404954274495,0.0118934313456217,0.2142069339752197,0.1670053799947102,0.42928012212117506,0.18353199958801264,5.720937569936117
1,all,10,0.013714472452799433,0.013260920842488566,0.0140450000762939,0.20902784665425617,0.1513624191284179,0.5560559431711833,0.18690649668375647,5.9639722506205235
1,all,20,0.01582463582356767,0.018184900283813435,0.0182850360870361,0.35311492284138996,0.21488380432128898,0.7885474363962808,0.27587715784708655,9.318827946980793
1,all,30,0.024682919184366835,0.0245931943257649,0.0277326107025146,0.5210591157277426,0.24895882606506348,0.9820867379506429,0.39720145861307776,13.072421948115032
1,all,40,0.03332114219665523,0.035795370737711565,0.033715804417928034,0.5604189236958822,0.31421955426534015,1.8657834529876707,0.5587875048319499,16.13288243611654
1,all,50,0.033552090326944936,0.0360615253448486,0.04841677347819003,0.597273031870524,0.3192405700683593,1.4219171206156411,0.6281603972117106,19.264740228652954
1,all,60,0.033640225728352804,0.04025030136108393,0.06727472941080723,1.0077931880950928,0.4751245975494385,1.2826522986094158,0.6043478647867839,22.13722840944926
1,all,70,0.03210234642028804,0.041472196578979464,0.06919995943705236,1.0721937815348306,0.5077345371246338,1.4319833914438882,0.7630292574564616,24.886594613393147
1,all,80,0.03340435028076166,0.058165311813354464,0.078575054804484,1.1960013707478843,0.5907406012217203,2.1174014409383135,0.8183576265970867,28.89397064844767
1,all,90,0.0378646850585937,0.055430809656778934,0.0903395811716715,1.0438899199167888,0.5087878704071045,2.0318771998087564,0.7793094317118326,30.480503956476845
1,all,100,0.041169404983520466,0.06316661834716794,0.09017022450764971,1.4534525871276855,0.6256839434305828,2.033000548680623,0.9482754071553547,33.54080112775167
2,all,1,0.005495786666870067,0.0057001908620198,0.010406017303466767,0.06903370221455886,0.05097309748331699,0.12213039398193354,0.06857514381408686,1.3680725892384846
2,all,2,0.0073172251383463,0.009647210439046167,0.0168047746022542,0.08388884862263993,0.06873448689778641,0.15964055061340326,0.07322327295939124,1.846920331319173
2,all,3,0.0090390841166178,0.0092398325602213,0.020075956980387333,0.11767856280008945,0.07713429133097327,0.1869226296742757,0.09364581108093258,2.3865625858306885
2,all,4,0.013524373372395801,0.015298525492350199,0.023627122243245365,0.12587038675944007,0.0905855496724446,0.18430908521016437,0.10885437329610186,2.817922512690226
2,all,5,0.0199924310048421,0.0148058732350667,0.021598180135091134,0.11467011769612623,0.10377415021260575,0.21662815411885578,0.12509250640869138,3.1884342034657793
2,all,6,0.022234042485554967,0.0198918978373209,0.021980683008829698,0.13983567555745438,0.09508967399597164,0.26558963457743323,0.11947139104207354,3.5265034834543867
2,all,7,0.023255268732706634,0.019394874572753833,0.023717482884724868,0.16007765134175614,0.1034776369730631,0.2907597223917643,0.11407796541849766,3.8505911827087402
2,all,8,0.026291211446126266,0.021223068237304667,0.024415493011474568,0.13508208592732746,0.11843768755594887,0.27436931927998853,0.13879505793253577,4.148226658503215
2,all,9,0.0233172575632731,0.022873640060424735,0.023682991663614834,0.15162952740987135,0.10409442583719886,0.25630974769592285,0.1425435543060302,4.3541492621103925
2,all,10,0.024098396301269465,0.023324012756347604,0.028372446695963498,0.1713953018188476,0.10120042165120441,0.3275761604309082,0.15177726745605463,4.65528400739034
2,all,20,0.03070410092671707,0.03960792223612463,0.03490630785624184,0.20583120981852204,0.15208347638448078,0.45139479637145996,0.1961873372395833,6.69332734743754
2,all,30,0.03615657488505043,0.036246776580810505,0.03187545140584307,0.27771663665771484,0.12893295288085932,0.6273695627848307,0.2219587961832682,8.543612957000732
2,all,40,0.04060816764831537,0.04188076655069983,0.05023097991943353,0.33197212219238276,0.1867257754007975,1.076542536417643,0.2984556357065837,11.148686329523724
2,all,50,0.046989123026529904,0.0464850266774495,0.0609167416890462,0.4377133846282959,0.2659346262613932,0.8981675306955973,0.34772610664367676,13.194098949432373
2,all,60,0.03487070401509597,0.04241100947062171,0.05454524358113601,0.4786296685536703,0.26945130030314124,1.0897118250528972,0.4117841720581054,15.28974175453186
2,all,70,0.0429584980010986,0.05543263753255208,0.06774417559305819,0.6325594584147135,0.3854224681854248,0.8706030050913494,0.47932449976603186,17.39888270696004
2,all,80,0.03877806663513177,0.051847139994303335,0.09872166315714512,0.6201977729797363,0.3725838661193847,1.2011323769887288,0.46140996615091956,19.530160983403526
2,all,90,0.04014682769775387,0.05936106046040846,0.0881089369455973,0.7450683911641439,0.3698825041453043,1.1245468457539876,0.4956505298614501,21.312019983927406
2,all,100,0.04660161336263016,0.05582292874654131,0.08080895741780596,0.8950401941935221,0.3717878659566244,1.2158674399058025,0.5455121994018555,23.900541305541992
4,all,1,0.005309661229451467,0.0072618325551350345,0.013087034225463832,0.1035196781158447,0.07120895385742188,0.11260485649108883,0.09042588869730626,0.8449656168619792
4,all,2,0.007763067881266201,0.0082798798878987,0.011935631434122698,0.09581621487935381,0.07658537228902179,0.12224300702412921,0.0996972719828287,1.1384246349334717
4,all,3,0.009595076243082635,0.010189453760782832,0.013566176096598234,0.11947774887084953,0.08728392918904616,0.12368202209472653,0.12304337819417312,1.3643218676249185
4,all,4,0.011445999145507767,0.010402838389078734,0.012161016464233367,0.13553229967753086,0.0879411697387695,0.12712176640828446,0.11545101801554357,1.5953555901845295
4,all,5,0.015115022659301699,0.0141099294026692,0.013974825541178366,0.1213893095652262,0.0963460604349772,0.1503972212473551,0.12418635686238604,1.798672596613566
4,all,6,0.012881517410278268,0.0118180116017659,0.013151327768961534,0.14975182215372715,0.10654218991597489,0.15766175587972,0.1193168958028157,2.0117436250050864
4,all,7,0.015267769495646101,0.014247417449951134,0.018173217773437465,0.1234505971272786,0.11346006393432609,0.2215822537740071,0.12872211138407386,2.2336651484171552
4,all,8,0.01697421073913567,0.017988920211791933,0.01652789115905757,0.13163320223490396,0.09738000233968094,0.20055286089579266,0.13591631253560382,2.4233259359995523
4,all,9,0.018660386403401667,0.015588601430257101,0.018208742141723598,0.12694899241129554,0.10110044479370116,0.205026626586914,0.13166189193725583,2.5855188369750977
4,all,10,0.016282717386881432,0.0156149864196777,0.021023670832316033,0.13222662607828772,0.09388915697733557,0.25724633534749347,0.13546029726664222,2.7304844856262207
4,all,20,0.0219786961873372,0.027430136998494434,0.028301556905110603,0.1632568041483561,0.1210627555847168,0.45472550392150873,0.15644240379333493,4.066023985544841
4,all,30,0.025491237640380797,0.039949893951416,0.0378765265146891,0.22686727841695148,0.10645365715026855,0.48531881968180335,0.16717696189880368,5.214614311854045
4,all,40,0.0533303419748942,0.035000880559285436,0.0496767361958821,0.21889313062032056,0.13893977801005042,0.6942575772603353,0.17114154497782388,6.380947113037109
4,all,50,0.03810667991638177,0.0486690203348795,0.06757529576619463,0.3656522432963053,0.21815554300944007,0.5662612120310466,0.2327656745910644,7.676673730214436
4,all,60,0.037742694218953404,0.05413818359374994,0.0778510570526123,0.3347158432006836,0.19016702969868976,0.5407509009043375,0.25803995132446284,8.828158140182495
4,all,70,0.04237357775370273,0.056466261545817034,0.0628861586252848,0.4377429485321045,0.1992557843526204,0.5210592746734619,0.24863560994466144,9.987430731455486
4,all,80,0.03985683123270667,0.0624144077301025,0.08248956998189286,0.4833247661590576,0.24424783388773597,0.6790537039438884,0.252791961034139,11.066532850265503
4,all,90,0.04693309466044103,0.0797539552052815,0.07910617192586257,0.5457281271616619,0.24090393384297681,0.7438005606333414,0.30339137713114417,12.126781225204468
4,all,100,0.047401269276936796,0.0603230794270833,0.07034556070963537,0.5172004699707031,0.3723345597585042,0.7016173998514812,0.3410731156667073,13.173358758290608
8,all,1,0.004854917526245067,0.0069348017374674005,0.007772525151570567,0.07219990094502764,0.0365032354990641,0.08904488881429033,0.08279077212015784,0.6850435733795166
8,all,2,0.006667931874593067,0.006048838297526,0.008479992548624634,0.10536058743794754,0.0661693414052327,0.11561322212219233,0.10983371734619138,0.8662910461425781
8,all,3,0.007638931274414,0.007143417994181234,0.009353558222452768,0.10188547770182287,0.06318672498067217,0.12299386660257974,0.11126557985941567,1.0984283288319905
8,all,4,0.008082548777262335,0.0089212258656819,0.009253660837809199,0.11045996348063147,0.07752331097920734,0.12340990702311197,0.10594328244527176,1.1830574671427407
8,all,5,0.008731762568155901,0.007793664932250933,0.010437250137329032,0.1015233198801676,0.08152580261230463,0.14239541689554847,0.10585236549377436,1.4149190584818523
8,all,6,0.009702920913696234,0.009166717529296833,0.0101248423258463,0.1386606693267822,0.10216426849365229,0.12201873461405432,0.1251392364501953,1.5149579842885335
8,all,7,0.008678436279296833,0.009503046671549466,0.0100003083546956,0.13211409250895176,0.0738610426584879,0.16178480784098304,0.12059060732523594,1.7101463476816812
8,all,8,0.010511159896850532,0.012021541595458901,0.010278224945068333,0.11640723546346024,0.09883014361063634,0.14684653282165522,0.12148825327555338,1.7882843017578125
8,all,9,0.012387434641520133,0.010772943496704067,0.012195507685343367,0.12243755658467606,0.07964595158894852,0.15083384513854975,0.1296427249908447,1.9193463325500488
8,all,10,0.013030211130777966,0.010756651560465433,0.011106491088867134,0.11072985331217444,0.0861450831095377,0.14956347147623697,0.12757333119710285,2.0577871004740396
8,all,20,0.013991355895996035,0.018356402715047168,0.016856352488199798,0.15417186419169102,0.11537090937296547,0.25797700881958,0.14617840449015293,2.9336186250050864
8,all,30,0.019255558649698867,0.0217672189076741,0.024002790451049763,0.16877428690592447,0.10835282007853189,0.2826625506083171,0.15390149752298984,3.829360246658325
8,all,40,0.023197571436564066,0.024916807810465433,0.033310254414876235,0.1788841088612874,0.12507462501525876,0.38633529345194495,0.1684145927429199,4.535388787587483
8,all,50,0.027785857518513965,0.025693972905476835,0.04417037963867183,0.2128308614095052,0.14630699157714838,0.34036374092102045,0.1904668807983398,5.334938287734985
8,all,60,0.024219274520873968,0.030378023783365835,0.04881548881530756,0.20695948600769037,0.17141866683959955,0.38364728291829425,0.21549654006958005,6.184225638707479
8,all,70,0.027049700419108036,0.027876297632853132,0.0569068590799967,0.25076174736022944,0.16903106371561685,0.4242471059163411,0.2036195596059163,7.134618123372396
8,all,80,0.029650608698527002,0.04057184855143223,0.063326358795166,0.2773036162058512,0.19730718930562333,0.5163473288218181,0.1973596413930257,7.829870541890463
8,all,90,0.028279622395833266,0.03641382853190096,0.05901829401652013,0.30503813425699866,0.21113793055216468,0.47895495096842444,0.22116891543070472,8.492843230565388
8,all,100,0.030563116073608336,0.0368111133575439,0.05330046017964673,0.3592112064361572,0.23179618517557776,0.5158847967783611,0.25805147488911945,9.387962420781452
16,all,1,0.005574623743693,0.0061766306559244335,0.009237051010131767,0.059379657109578404,0.030867656071980734,0.09781312942504877,0.05593601862589513,0.48985187212626147
16,all,2,0.006487687428792266,0.007262309392293234,0.0100887616475423,0.0671300093332926,0.03909953435262037,0.08791446685791013,0.072439432144165,0.5653913815816244
16,all,3,0.007419506708780867,0.008439620335896767,0.008785486221313433,0.0884147485097249,0.043951114018758106,0.1101082960764567,0.0714619954427083,0.6722070376078287
16,all,4,0.009514093399047834,0.008843978246053034,0.009299675623575799,0.08003052075703933,0.0598077774047851,0.11165682474772129,0.0904029210408528,0.7836158275604248
16,all,5,0.0091659228006998,0.008592764536539666,0.0086037317911783,0.09088063240051267,0.06451590855916339,0.11880636215209953,0.07889501253763831,0.8718063036600749
16,all,6,0.009373823801676366,0.009310483932495067,0.008777936299641867,0.09463596343994136,0.06190387407938633,0.11078206698099766,0.08355498313903803,0.9970072905222576
16,all,7,0.009404579798380466,0.009443203608194967,0.008603413899739534,0.09546343485514319,0.0685011545817057,0.11805359522501624,0.09760729471842444,1.108851432800293
16,all,8,0.011143525441487567,0.0097556908925374,0.008198658625284766,0.10896031061808267,0.06918740272521966,0.1381905078887939,0.09621985753377274,1.21220596631368
16,all,9,0.011506239573160765,0.010696570078531868,0.0103563467661539,0.09924221038818357,0.07150912284851071,0.13917072614034015,0.09282072385152178,1.2564746538798015
16,all,10,0.010684251785278267,0.012089093526204367,0.009005069732665967,0.10456315676371253,0.07088422775268549,0.16224018732706702,0.10883418718973793,1.332526445388794
16,all,20,0.011514266331990534,0.01372758547465,0.0111317634582519,0.12956523895263672,0.08928243319193517,0.20362599690755206,0.12244216601053867,1.9814815521240234
16,all,30,0.016923745473225834,0.017069021860758402,0.0155412356058756,0.13841557502746576,0.08353861172993973,0.19416856765747065,0.12585488955179847,2.5691625277201338
16,all,40,0.019909779230753537,0.020068089167276964,0.021082083384195933,0.16030621528625483,0.10741758346557616,0.289568026860555,0.15095941225687656,3.107112963994344
16,all,50,0.0216704209645589,0.025285085042317634,0.028689304987589464,0.19207660357157383,0.11431169509887694,0.2602082093556721,0.17599097887674964,3.7407608826955157
16,all,60,0.017373243967692034,0.022375583648681602,0.029547929763793935,0.16514658927917478,0.13496740659077958,0.27559757232666016,0.15134747823079425,4.351764678955078
16,all,70,0.019061088562011667,0.023787339528401667,0.038540919621785436,0.20078698794047034,0.2057515780131022,0.3113621075948079,0.1976689497629801,4.948379119237264
16,all,80,0.018372615178426036,0.030330101648966434,0.040477196375528934,0.2393231391906738,0.19766330718994138,0.4254696369171142,0.18139195442199701,5.467827796936035
16,all,90,0.021867434183756432,0.0305563608805338,0.04928342501322423,0.26967994372049964,0.17305421829223627,0.42660299936930335,0.18566004435221348,6.073903322219849
16,all,100,0.024807929992675698,0.0370577176411946,0.0499322414398193,0.2959258556365966,0.1958884398142497,0.46706326802571607,0.18823003768920896,6.563831329345703
32,all,1,0.0055201848347981326,0.0087672074635823,0.0088453292846679,0.04590868949890134,0.039581855138142864,0.058310588200887,0.04278381665547687,0.3697999318440755
32,all,2,0.006558020909627199,0.0080037911732991,0.0082905292510986,0.05464084943135573,0.03191971778869627,0.060781002044677665,0.057958523432413665,0.3943502902984619
32,all,3,0.0073409080505371,0.007763385772705033,0.008940378824869734,0.05224506060282383,0.03966315587361647,0.08703605333964026,0.05004668235778803,0.4436821142832439
32,all,4,0.0080310503641764,0.0075852076212565,0.009766817092895433,0.06867901484171543,0.0430384476979573,0.0830926895141601,0.0585825443267822,0.5110102494557699
32,all,5,0.0078337987263997,0.008426109949747632,0.0087059338887532,0.0619250138600667,0.040085633595784466,0.09795784950256343,0.06429266929626463,0.5757474899291992
32,all,6,0.009191115697224899,0.008564074834187767,0.008119265238443966,0.06616226832071936,0.04101093610127763,0.0932644208272298,0.05962880452473954,0.6373438835144043
32,all,7,0.009960810343424466,0.008857568105061834,0.009214321772257433,0.06204358736673987,0.0390100479125976,0.0911510785420735,0.06696033477783196,0.6897119681040447
32,all,8,0.0109936396280924,0.008455038070678666,0.008738199869791633,0.07622663180033364,0.046321074167887305,0.09853617350260413,0.06000709533691399,0.7361881732940674
32,all,9,0.008587201436360634,0.0083246231079101,0.010513464609781866,0.07277568181355791,0.05764969189961747,0.10316896438598626,0.07648984591166175,0.7856365839640298
32,all,10,0.010086774826049767,0.009111166000366166,0.012328147888183566,0.07893180847167963,0.05381838480631504,0.1150166193644205,0.0674923261006673,0.8879326184590657
32,all,20,0.011790990829467732,0.012786388397216733,0.009439865748087532,0.09604708353678379,0.05441554387410477,0.1615963776906331,0.08325386047363276,1.3374365170796714
32,all,30,0.015062093734741166,0.0154951413472493,0.014614105224609299,0.12113968531290686,0.0825557708740234,0.1912605762481689,0.09759132067362462,1.8100364208221436
32,all,40,0.01590482393900547,0.019186099370320567,0.0173597335815429,0.13949648539225257,0.07886417706807453,0.22536039352416992,0.10637696584065753,2.437451283137004
32,all,50,0.015460014343261667,0.0188645521799723,0.026139895121256466,0.15724500020345045,0.1000707944234212,0.2535453637440999,0.1322367191314697,2.9362539450327554
32,all,60,0.0149613221486409,0.01755197842915847,0.029378175735473598,0.18139513333638507,0.14388473828633624,0.2695000171661377,0.13679289817810053,3.4678891499837237
32,all,70,0.014935255050659135,0.020939509073893164,0.03618041674296057,0.19209456443786616,0.1654452482859293,0.29301452636718744,0.14651266733805335,3.611553430557251
