nthread,neighbor_modes,uk-2007-05-edgelist,com-orkut
1,all,3107.667254447937,89.04848647117616
2,all,1525.6727581024168,60.56119354565938
4,all,789.1379133860269,35.360398848851524
8,all,492.3282608191172,25.543137788772583
16,all,339.04612096150714,18.405313650767006
32,all,285.679461479187,13.458135763804117
64,all,315.9803458849589,11.345309257507324
