neighbor_modes,rates,cora,citeseer,wiki,pubmed,amazon-photo,amazon-computers,cora-full,ogbn-arxiv
all,90,0.5678006346358799,0.4250904593551895,0.47785777550659275,0.2546585697349201,0.5953331287574037,0.4391693278397797,0.4441880810744595,0.4518729757574573
all,100,0.5659118791052631,0.42748748543837967,0.4786431716169337,0.24860948514866069,0.5973210853045746,0.4593984407466918,0.4481017565738206,0.4484488126815902
unweighted,1,0.41775197413187637,0.2520108326567763,0.5699340047387563,0.18091883324985325,0.6748398974744931,0.5429811786515424,0.498077702437291,0.4327092696049862
unweighted,2,0.4809880373752337,0.28855516130229364,0.5817695836420673,0.19427826767641354,0.6838160898438829,0.551779463537858,0.5012698553853472,0.4495999439298314
unweighted,3,0.4968504647400125,0.30833069021143417,0.5700623994275895,0.20413659249801275,0.711820694115511,0.558852804879966,0.49946106112246835,0.44801070380682556
unweighted,4,0.510264813122504,0.31205167238273157,0.5834927476497331,0.21184815815105743,0.7095029530455729,0.5536172874295197,0.4872422905899723,0.44304892496421966
unweighted,5,0.5166386915399334,0.32668407299604435,0.5738882221895101,0.22262177564108837,0.7231131466943848,0.5540027121988486,0.487883341705729,0.4486589602384736
unweighted,6,0.5147757645942254,0.333654377650182,0.5660998638688316,0.22023724597124406,0.7361782836071169,0.5441892296333685,0.48695214944756754,0.4466154888398881
unweighted,7,0.5404123670665472,0.3434838897441145,0.565595660876591,0.2240048351095104,0.7402593303481211,0.5598889690674375,0.4825261482257517,0.443256666357576
unweighted,8,0.5309610601147611,0.3552824877997447,0.5651603220138156,0.21740418005517326,0.7229111889025192,0.5441152440387368,0.49131611650224544,0.44688874200725653
unweighted,9,0.5530446068554973,0.3538357230036634,0.562929809027758,0.2191945969998748,0.7482428718393769,0.533238168573362,0.4890455735397806,0.4447302244598007
unweighted,10,0.5544866878919474,0.3627329113676519,0.5634981783742162,0.21995500519498984,0.7425149045669118,0.5341353317802295,0.4747132870761439,0.4523105542730542
unweighted,20,0.5809804495785065,0.3868549319376509,0.5431190571680482,0.225267450655361,0.6991545433048462,0.537646710071074,0.47998028349771077,0.44641751208558866
unweighted,30,0.5905311727906052,0.40398985709343876,0.47418636767988637,0.23974777228450836,0.6607832666836797,0.5109830922495708,0.47262432249316505,0.4411925217605242
unweighted,40,0.5821090404879304,0.407438012854618,0.42671969169162866,0.24539528048218445,0.6738802787263488,0.5107776944871802,0.46811355104590885,0.442422424331036
unweighted,50,0.580374037999927,0.38897770247956404,0.4208927736838503,0.24189248524373388,0.6357642982316795,0.4567504493298159,0.46284573430205506,0.4508464165758387
unweighted,60,0.578281849724863,0.4246848805792957,0.4554921650828729,0.2395273453347522,0.5861343810468258,0.45750004887754936,0.4464546486367501,0.4434488568533674
unweighted,70,0.578684613488198,0.4219142793649124,0.45553193585973467,0.2443458663397277,0.5946237098017397,0.44121408930776973,0.4479602100313537,0.4418337636863865
unweighted,80,0.5766652014238984,0.421749484035433,0.4206010716761388,0.25122577822484743,0.5941047204242323,0.4397984877884254,0.44461773504606034,0.4489563433620723
unweighted,90,0.5681071447583775,0.42529816997356235,0.4231750354673574,0.24059558254102603,0.5955668386027598,0.439031614883092,0.44308486548395276,0.4412176144053782
unweighted,100,0.5676621387644067,0.42756615246478,0.4228958051627313,0.24604709898090252,0.5973210853045746,0.45929145701365565,0.44267380801863876,0.4451335225797772
weighted,1,0.4219163071030101,0.2528030740257766,0.5735427363467487,0.1801268606609318,0.6598891859267333,0.5397604022041222,0.4935458891191745,0.4318161266242894
weighted,2,0.48593756493322465,0.28915239658068154,0.5808101815408437,0.19722201006771978,0.6838416907382245,0.5626531609221319,0.4964517876363457,0.45205828526843345
weighted,3,0.49966718148275063,0.30790265394133376,0.5638861225470158,0.20450579416142972,0.6897329425941601,0.5538972266541791,0.4968133689020346,0.44711173161569645
weighted,4,0.5227650674326589,0.3167590939630668,0.5838894145508084,0.20859946659205952,0.6860456263969416,0.568079243995257,0.48656169409041095,0.44855512240066
weighted,5,0.5138208228750705,0.32896810798356824,0.5738882221895101,0.22127084314546716,0.7317454315816279,0.5657766031308009,0.49487262972905866,0.44236260259540183
weighted,6,0.5207756287224835,0.3381419918582277,0.5652127265076549,0.22120911810736774,0.7238103484159802,0.5393861374236799,0.49267733955578635,0.4424801287839887
weighted,7,0.5257697916309055,0.34559186726396757,0.5648939757149161,0.21580709788879077,0.7441772251235902,0.5457244261153557,0.48474031396141115,0.44558399367655
weighted,8,0.549596120361406,0.34958121630654504,0.5464835300520248,0.22067320573514243,0.717914594206739,0.5451368100369774,0.48605068313342686,0.4418168378787597
weighted,9,0.544207992947315,0.35339833756111955,0.5454475157493274,0.2180824782007953,0.7281340622103828,0.5397997909219511,0.48038239006404027,0.44648623183156055
weighted,10,0.559370837128594,0.3557772322581324,0.5635688494534505,0.223257133921524,0.7312469675123128,0.5261548205308922,0.48940245079307026,0.44089038384779966
weighted,20,0.6093250101322806,0.39316601569842075,0.47826910426839603,0.22237833381143307,0.6990618212593084,0.5133547462602572,0.4754650150314981,0.4476032107661248
weighted,30,0.5862676657101484,0.3839570249670448,0.381376236593045,0.2334154974686043,0.6607832666836797,0.5007370149488369,0.46446317179819,0.4507394979380061
weighted,40,0.5830122065421914,0.41333150882049186,0.42270562266487227,0.24878099638961806,0.6743745029433429,0.4785761487307962,0.43857802117490513,0.45092984907106703
weighted,50,0.5821208963377,0.41728237228229914,0.42165226561665325,0.24640433856410943,0.6034961165979051,0.45646039458137777,0.4022420243751456,0.4452834120078903
weighted,60,0.5763866181629911,0.40925554223084876,0.3844877151858328,0.2554028828501835,0.5850071162797463,0.4627828767669166,0.3970321917782933,0.4313060799959115
weighted,70,0.49893724368198206,0.4090690811731378,0.42182323261246585,0.24109397633043686,0.5944429778289442,0.4616905274233858,0.3801888291773096,0.44203174132853057
weighted,80,0.5559429170279885,0.37363037388888165,0.42223364428711374,0.25323855040403753,0.5941047204242323,0.4597946567347725,0.37795746702136934,0.42635740969255864
weighted,90,0.5123917138685401,0.37446612231982807,0.4219050633834587,0.2466584130315698,0.5248409673997912,0.4588444118153606,0.34936835475178774,0.42977192237652956
weighted,100,0.4862412691331342,0.3788811063645288,0.4219283407812896,0.24842059801468586,0.5223148947794717,0.4593984407466918,0.3342449061515704,0.4406510867444084
queue,1,0.4155188302343506,0.25230745187979237,0.5669407935896563,0.18227016057376938,0.6808416901229285,0.5475255103673653,0.49555591077751604,0.43402942914511405
queue,2,0.48253844386586897,0.2883429396154542,0.5763273730416403,0.19313175713264094,0.690666200282847,0.5463022317340561,0.4962941333988471,0.43865037269245116
queue,3,0.50367437231342,0.30260869880984426,0.5616401152355649,0.20411259840305884,0.6846073746825052,0.5529969616405199,0.489959351583792,0.4395225479254153
queue,4,0.5188038884494565,0.3159031247862411,0.5804130762479369,0.2131311346235584,0.697900632860067,0.5747674247165117,0.4885480933947504,0.4428745294686712
queue,5,0.5132540796081136,0.3240326072092661,0.5747650231798093,0.22239511691989725,0.7003011144119644,0.5527342385741592,0.48536523755585115,0.43315199574757485
queue,6,0.5149085351071323,0.3359397278793412,0.5767320671894204,0.22110667628055108,0.7350305512656772,0.5427150265573899,0.4830713898945013,0.43932761682174937
queue,7,0.5112368157474262,0.3434910562042946,0.5666037413591284,0.21795777650571443,0.7400010441032958,0.5438234945028321,0.47689071666261035,0.4360925003002948
queue,8,0.5366952301341404,0.3472313062209398,0.5667589758210602,0.2148980481042783,0.7401235645606244,0.5468847171754875,0.47284415500267424,0.4409338321544564
queue,9,0.5392558713329815,0.3555383247502934,0.5642952909950759,0.22074186695601267,0.7503139000902628,0.533133079644725,0.48069248756366917,0.4429904344149061
queue,10,0.5439008296406613,0.34914463048923566,0.5628727587993471,0.22208405503436976,0.7443404750367411,0.5297574511487028,0.4754377305878141,0.44184754826238826
queue,20,0.5845967244970238,0.39088402304091246,0.5012820801184134,0.22884338072799384,0.694311274098818,0.5328028613004846,0.4716263659458253,0.43931958027561874
queue,30,0.5790962640784769,0.3926120541426548,0.4865605266089696,0.23556848133442132,0.6589175511457758,0.5046748166010009,0.466340980159958,0.43798320798540985
queue,40,0.586835192878339,0.41621732884380785,0.4848605866542612,0.2328048643826966,0.6743745029433429,0.5081327772848256,0.46484797677780043,0.43503459801477057
queue,50,0.5840009867134973,0.40171691787100094,0.4818796057526262,0.23657785508251947,0.6351727109873244,0.45509840280632263,0.45517791813547376,0.44651371109743904
queue,60,0.5756924229623175,0.4160022757066779,0.4799568454473435,0.23712393789309155,0.5952306262846755,0.45771829030332783,0.4494664174056666,0.4453003533821669
queue,70,0.5782265458086128,0.39843962066317457,0.47930265816472295,0.24509357561974443,0.5962904125048545,0.4443665965027473,0.43994199497499087,0.4384310548888709
queue,80,0.5766652014238984,0.4245210540545934,0.4785947568329839,0.24130816035284403,0.5941047204242323,0.44056790816377,0.432602795564968,0.4422849738256329
queue,90,0.5678006346358799,0.42525018912395424,0.47785777550659275,0.25052918623645565,0.5956303228387021,0.4391693278397797,0.4383863998614209,0.44716386365001365
queue,100,0.5659118791052631,0.4272884367377346,0.4786431716169337,0.2427317710342398,0.597091353794081,0.4579733961461053,0.4464772473317331,0.4440787049161124
