neighbor_modes,rates,cora,citeseer,wiki,pubmed,amazon-photo,amazon-computers,cora-full,ogbn-arxiv
queue,7,0.2903768054931958,0.22669356723387268,0.41376110474485783,0.0807852209880453,0.6136323891307406,0.3119542232075842,0.2145010928323324,0.22352011978157385
queue,8,0.3431834169746671,0.2327008879379458,0.4145852777247916,0.0836552834876182,0.611539811556721,0.3432984841563171,0.2111482123283675,0.23601381080267725
queue,9,0.36459087773968213,0.24212571240709344,0.41560691622957524,0.09170788581927271,0.6770232003169112,0.33064458357144005,0.21931412370557427,0.24489652661842753
queue,10,0.3646286575625345,0.2404634233404134,0.41559521791594145,0.0928468494073842,0.6533190650719959,0.3321491420812866,0.21689761834328417,0.2380632143172085
queue,20,0.546564584495034,0.35442258817807465,0.34206352703745624,0.10894312781122145,0.5935004193287887,0.40845886269669046,0.20415294582292715,0.2665700862144032
queue,30,0.5387979053205765,0.37085691507482105,0.3257453408652745,0.12079067477931506,0.5652390014144697,0.38612954087346574,0.2068029459753617,0.2755274483245098
queue,40,0.5498118322440986,0.4018255874638509,0.3280047137765674,0.11965334429830408,0.597221435255305,0.3910547535679926,0.19685818689433862,0.27668895704900953
queue,50,0.5521462753052914,0.3858901661798231,0.32379161057914835,0.1429336564693766,0.546552301721686,0.3258668001341911,0.18740131936593848,0.3327120288953051
queue,60,0.5375313549267581,0.4146254767855422,0.32171926585740956,0.13609555140374374,0.46809719587757725,0.32978921721591015,0.18082023677459808,0.3452642114711578
queue,70,0.5378532588223541,0.40707020158035945,0.32095161823209206,0.17995045524155598,0.4715231115693716,0.30298100031019864,0.17366105429864184,0.3364866126313358
queue,80,0.5458290711701742,0.44750059468764725,0.3210854347697922,0.1653933968247247,0.4699538137392318,0.30390115259396905,0.16665475566744675,0.35169176778647815
queue,90,0.5334742623334299,0.4475099512672336,0.32086739839348283,0.1632109165680926,0.4735224855240927,0.3044303883773389,0.1699328943778767,0.3574852305021716
queue,100,0.5295833297926449,0.45039025615167977,0.3208571101493903,0.16021262402754918,0.47905591284560467,0.4161210836595322,0.17995481895548127,0.3580009553790383
