neighbor_modes,rates,nthreads,cora,citeseer,wiki,pubmed,amazon-photo,amazon-computers,cora-full,ogbn-arxiv
all,1,1,0.15430759773228975,0.07289316925635732,0.40287232739153406,0.07065055499710433,0.6073601269417829,0.31990674299255045,0.24060278402409643,0.2519489602526187
all,2,1,0.21634751113908604,0.08231616666661513,0.4245040988904606,0.07359168934646888,0.5821520030529791,0.3271916473564026,0.2460981445185659,0.2557602008224162
all,3,1,0.263455460335093,0.11767373136175552,0.4136401540312427,0.07670076713203786,0.6078962418544517,0.35676077369102194,0.2346507642121618,0.23451599018208188
all,4,1,0.2697909808303251,0.1462515664087521,0.4389109450180651,0.07653216464557266,0.6693061246337993,0.36744655739508403,0.2349213852824033,0.23910524645953912
all,5,1,0.3159197289962426,0.1594339260331931,0.41164122431301664,0.07845774954301878,0.623567919255363,0.34955890214259777,0.2239287917794251,0.24855310416177284
all,6,1,0.3062103821082715,0.18482526266815097,0.410665289829288,0.08584684847813903,0.6412609308623034,0.3469767951746455,0.2185761766696514,0.24195941884660366
all,7,1,0.320296944742992,0.197418441579982,0.4113895058598355,0.08895109397400282,0.6781147249452718,0.3430046456111735,0.22542948274569768,0.2596991058590482
all,8,1,0.35846414060007725,0.2297494901490549,0.41225750901274266,0.0842675246389427,0.6726235250105759,0.342384182944812,0.221470087730245,0.24767838226836797
all,9,1,0.36874417065214404,0.24089492544375155,0.4129863661844311,0.0851212734276044,0.6822914802638345,0.3389041961118806,0.21399765015493274,0.22823700812477454
all,10,1,0.40849231036622524,0.24618859611804725,0.41516424398526347,0.08996465230830723,0.6517017231731872,0.33631912994305924,0.21768320031859492,0.25928831970212934
all,20,1,0.5102081084961785,0.3510425531784314,0.38331233140971227,0.11986633861546067,0.6085584876150306,0.40925359892248137,0.20693703638774608,0.24802940325753436
all,30,1,0.5119619718594115,0.3699825715452045,0.3259713339901291,0.1260180110747066,0.5688449059163229,0.3880391150634625,0.20609307336913757,0.3220928055282539
all,40,1,0.5453558832818991,0.3811371794450798,0.32814129339952564,0.13754075218743916,0.5755096160277982,0.39302226725438877,0.20857800159410744,0.31662629708515494
all,50,1,0.5517833014292599,0.39737334904553834,0.32339677128790056,0.16777261813805044,0.5472588716515855,0.3291225796814424,0.17723360911742267,0.3280721734735362
all,60,1,0.5460185292386813,0.4285575711125435,0.32134714395776404,0.15151572746562744,0.45744563134592825,0.3313675244835596,0.16812239189343717,0.34628382982434414
all,70,1,0.5452055883207821,0.4047290151223263,0.32108361371340727,0.15718780324442067,0.4698446883676768,0.303072521004811,0.16785270815451112,0.3314371968636543
all,80,1,0.543320496305515,0.44731411198195115,0.32126298288837496,0.16247330859906756,0.4698641732865084,0.3039744686460585,0.17140025639598702,0.3683396410247449
all,90,1,0.5362150651860645,0.4492280160452232,0.3218167686061746,0.1795150919524039,0.4735144550005379,0.3043987560788825,0.16424082893926026,0.36122426526754986
all,100,1,0.5305833952699356,0.4504957075905479,0.3213581173744673,0.16891487648127784,0.47930865949420787,0.4122710231433468,0.16352772303140464,0.36882240631510677
unweighted,1,1,0.1796103951907174,0.07489637534263835,0.4134851393895597,0.07175680045912813,0.6077148255218829,0.3617757365661943,0.24824737224375984,0.24004318353086934
unweighted,2,1,0.22952153276144974,0.0929559511688156,0.42761776589758294,0.07086123783235285,0.5845786886464488,0.3441534964781622,0.2388318928608337,0.25048401528938713
unweighted,3,1,0.2719712042593804,0.11052929620652319,0.4220023828961256,0.08259868194985334,0.6354360477973259,0.35458561097007846,0.23755864571473606,0.257885921030063
unweighted,4,1,0.28126767307674044,0.1402391120702918,0.4392157511243932,0.0760183447557412,0.6084488338150366,0.36787903550910656,0.2371166855159226,0.24761881618770995
unweighted,5,1,0.3086216382634672,0.15312855653710522,0.42285396080894944,0.08324627857479881,0.6235820110648667,0.35804511111690407,0.2355640033799769,0.24676721185127626
unweighted,6,1,0.32098387710310505,0.1965230915206388,0.41059757866366675,0.09349448678426366,0.6833451243920883,0.34638026899815477,0.22974322519143184,0.23650420549225168
unweighted,7,1,0.3480963980760004,0.23699670665966985,0.41107777143415425,0.08232090341317583,0.678122850488157,0.3479691946346916,0.2213486386618324,0.2474366102329855
unweighted,8,1,0.3439050541526843,0.22878042343709243,0.41244057144036406,0.08623171682881409,0.682167994123104,0.3457809412140815,0.22783903298492827,0.23819745050869334
unweighted,9,1,0.3600183328514939,0.22090104885394338,0.4132201554092214,0.09803090581368067,0.6734494337785221,0.3390256750065759,0.21919705470855724,0.23849400493462572
