neighbor_modes,rates,nthreads,cora,citeseer,wiki,pubmed,amazon-photo,amazon-computers,cora-full,ogbn-arxiv
all,1,1,0.4295384273466755,0.27375277038200974,0.5634573980886853,0.20420533445062877,0.7120602940802262,0.552800602413929,0.4910216646940385,0.4372113004162464
all,2,1,0.47072596942254963,0.2949489908548519,0.5748658449564129,0.2088364061702843,0.7048894215994449,0.5665984860135158,0.4907503103090744,0.4504665895960767
all,3,1,0.5028144300206533,0.31013026178955794,0.5686792945144843,0.20970574829947386,0.7152148951266043,0.5763878975661941,0.49111219660688843,0.43830187527191805
all,4,1,0.5043869578933314,0.31566795308317935,0.5775178086646401,0.21740253083795677,0.7537136752566413,0.5779298543942453,0.4885851498952646,0.4442048647738582
all,5,1,0.5197836761075645,0.31780884784020774,0.5663946176195528,0.21533167404180542,0.7204915147372234,0.5534298089931365,0.48359777335685233,0.44563487475108376
all,6,1,0.5128810648891019,0.33553838177033063,0.5653576071617916,0.21709243881348603,0.7333482915376351,0.5569584758850991,0.4827559243605175,0.4449589732086023
all,7,1,0.5209198610333359,0.3399100204868876,0.5648359072723825,0.21258529588761993,0.753684015461271,0.5383850993605758,0.48611190639334645,0.4458305240098996
all,8,1,0.5437431234270171,0.3461884753222901,0.5647657848437239,0.22099521280284426,0.7486940834709294,0.546733985909294,0.47968038527863327,0.44305550999413096
all,9,1,0.5447399827878042,0.35270863165281147,0.5648675882646379,0.22052791719816495,0.7598541410749574,0.5368583303608137,0.4777296563559921,0.44077892544955816
all,10,1,0.5462321324174106,0.351968476205293,0.5644721622232595,0.21994931604455006,0.7430094632274936,0.532645787115487,0.4763878596612755,0.4476997532235925
all,20,1,0.601338068955912,0.3882146060729008,0.5378017727667735,0.22822552652562983,0.6994914683709865,0.539848833169479,0.4733440351589385,0.4443298616243526
all,30,1,0.5823734706191628,0.4026314541388598,0.4881700609899119,0.2339892330550181,0.6610294047190481,0.5132233437249224,0.46695030007912786,0.45244129306331
all,40,1,0.582300651668133,0.39903493917589616,0.4855464571441853,0.22975986742220741,0.6630952516436002,0.5127144300957661,0.4748196270734026,0.44634431714051076
all,50,1,0.5839507692341317,0.41047392832249446,0.48137388184692137,0.2488957336406169,0.6347770356126444,0.45706878936513357,0.44211233617655427,0.44940019654304375
all,60,1,0.5776801831991527,0.42156871948171715,0.4800637522020898,0.24714764645159937,0.582815453282158,0.45771053844814374,0.43704731597747065,0.44307744564137863
all,70,1,0.5775721376762378,0.4068019214113324,0.47930595944714943,0.23651079887884463,0.5933568438046044,0.44152013890999264,0.4345606448686966,0.4443100740035199
all,80,1,0.5761124437744011,0.42437707102339695,0.47877622484031995,0.24330924987095076,0.5940581123808903,0.4408711725539009,0.4385818786018519,0.45158653854210734
all,90,1,0.5699391698266373,0.42622290498986254,0.48022521590757333,0.2482551219067043,0.5957860402402929,0.43926806232347293,0.4319444379489944,0.44770095837883456
all,100,1,0.5665552389514811,0.4277083333715102,0.4795734815766111,0.24632452282244993,0.5975039046374682,0.45937208825020187,0.4311387636626777,0.448491720729121
unweighted,1,1,0.44760655321384524,0.2769256418702923,0.5641233606702818,0.20259020596411983,0.7129469667173202,0.5559205909188694,0.4941911635065705,0.4310886628136761
unweighted,2,1,0.48987464424193733,0.29919388115400797,0.5688442168819411,0.20502186733512764,0.7060946028233431,0.5733274765424187,0.49279429174073136,0.4455732265487969
unweighted,3,1,0.5117900399092677,0.30401436449226626,0.5738290791898929,0.20818617385862648,0.7305570014866813,0.5742463370704808,0.487836023033686,0.44757936778654545
unweighted,4,1,0.5039630779030045,0.30649350128225816,0.5787726586517659,0.2151162507360031,0.7133882152307655,0.5775138240683153,0.4931067157770401,0.44769297223455334
unweighted,5,1,0.5186292714442631,0.32352006340201667,0.5761465716119197,0.22104890984976658,0.7203253354805433,0.5631173784283383,0.4879866300383737,0.4446922749596864
unweighted,6,1,0.524220541164469,0.33590755992120513,0.5652071008649341,0.22014646080574604,0.7611680043998502,0.5488713884116568,0.4889114057607251,0.44415725038628234
unweighted,7,1,0.5402294547308871,0.3488192988386519,0.5651302731239465,0.21450930517666994,0.7535518729359744,0.5502487496683517,0.48037128678644914,0.43899864345748907
unweighted,8,1,0.5332561828394395,0.3434014379347111,0.564467108207069,0.21656102992611384,0.7593167210528459,0.5469512625328808,0.4876335919685148,0.4452074511763584
unweighted,9,1,0.5574851543682865,0.35083323239315406,0.5619849996712514,0.22780513584062345,0.7490721770152848,0.5367951697001717,0.4782200971913461,0.4420486787080729
unweighted,10,1,0.5474653097810537,0.36449816750589903,0.563638197968944,0.22411150279436723,0.7428734727394322,0.5324205329288143,0.480073334363401,0.44391880735585404
unweighted,20,1,0.584164590799568,0.3845787548119999,0.5437933823999134,0.22466078285802704,0.6988559013114499,0.5418169899575571,0.47785477643244945,0.44128818899291256
unweighted,30,1,0.5897556158777795,0.4072176233047276,0.47376707341359947,0.23671533890490085,0.6612946812896618,0.5118227896402807,0.4673197653775181,0.4507724577262714
unweighted,40,1,0.5865509442821508,0.4021865995304357,0.4628337193525587,0.2415510305210975,0.67436753151018,0.5108600444734033,0.46604358857910866,0.44511007975495515
unweighted,50,1,0.5811343073515565,0.4053523364441825,0.4219436088564078,0.24886050206512822,0.6356585918503574,0.45670902042255773,0.4559427240031085,0.44640438857759174
